tool,record,length,actual,prediction,lifecycle,value,stat,stat_name
dvf,frag_565_NZ_CP015363.1,3000,archaea,non-viral,,0.0031886668875813,0.4257874461817358,p
dvf,frag_491_NC_021353.1,3000,archaea,non-viral,,0.4478249549865722,0.0840509101895913,p
dvf,frag_31_NZ_CP011267.1,3000,archaea,non-viral,,0.0256595537066459,0.2780987990029458,p
dvf,frag_762_NC_013967.1,3000,archaea,viral,,0.7563856840133667,0.0288730266636452,p
dvf,frag_304_NZ_CP030846.1,3000,archaea,non-viral,,0.0253386832773685,0.2790052118740086,p
dvf,frag_414_NZ_CP063144.1,3000,archaea,viral,,0.6960229873657227,0.0333673238159981,p
dvf,frag_239_NZ_CP060530.1,3000,archaea,non-viral,,0.1790852546691894,0.1541657224865926,p
dvf,frag_383_NZ_CP030064.1,3000,archaea,non-viral,,0.2935855984687805,0.1208361658735554,p
dvf,frag_583_NZ_CP032683.1,3000,archaea,non-viral,,0.4299101233482361,0.0890361809804365,p
dvf,frag_552_NZ_CP045706.1,3000,archaea,non-viral,,0.4520978331565857,0.0829556613037238,p
dvf,frag_577_NZ_CP017921.1,3000,archaea,non-viral,,0.0147443171590566,0.3157527003550117,p
dvf,frag_1202_NZ_CP009504.1,3000,archaea,non-viral,,0.0133564360439777,0.3222675428657753,p
dvf,frag_347_NC_008701.1,3000,archaea,viral,,0.6106016039848328,0.0411284840244731,p
dvf,frag_204_NZ_CP020360.1,3000,archaea,non-viral,,0.146223247051239,0.1664400634489009,p
dvf,frag_174_NZ_CP045706.1,3000,archaea,non-viral,,0.2443708181381225,0.1337714328876803,p
dvf,frag_82_NZ_CP048739.1,3000,archaea,non-viral,,0.1326281726360321,0.1726150011330161,p
dvf,frag_384_NC_017946.1,3000,archaea,non-viral,,0.2446426004171371,0.1336581312787975,p
dvf,frag_54_NZ_CP010835.1,3000,archaea,viral,,0.6030194759368896,0.0419404788881335,p
dvf,frag_1200_NZ_CP009513.1,3000,archaea,non-viral,,0.0001031746651278,0.656809426693859,p
dvf,frag_100_NZ_CP045482.1,3000,archaea,non-viral,,0.3037099242210388,0.1184001812825742,p
dvf,frag_1006_NZ_CP048738.1,3000,archaea,non-viral,,0.1834644228219986,0.1526361507666742,p
dvf,frag_382_NC_003413.1,3000,archaea,viral,,0.8434285521507263,0.0219805121232721,p
dvf,frag_432_NZ_CP011097.1,3000,archaea,non-viral,,0.0883154422044754,0.1971259158546718,p
dvf,frag_182_NZ_CP010868.1,3000,archaea,non-viral,,0.1541204899549484,0.1630787823853765,p
dvf,frag_108_NC_009634.1,3000,archaea,viral,,0.6711273193359375,0.0354822871818113,p
dvf,frag_674_NZ_CP011055.2,3000,archaea,viral,,0.5010111927986145,0.0614094720145026,p
dvf,frag_75_NC_000854.2,3000,archaea,non-viral,,0.4637808799743652,0.0797832162550041,p
dvf,frag_238_NZ_CP010835.1,3000,archaea,viral,,0.9147838354110718,0.0166175693028174,p
dvf,frag_1176_NZ_CP009511.1,3000,archaea,non-viral,,0.0050404681824147,0.3920235667346476,p
dvf,frag_393_NZ_LT900021.1,3000,archaea,non-viral,,0.2753886580467224,0.1258403202658811,p
dvf,frag_140_NZ_CP020361.1,3000,archaea,viral,,0.982763946056366,0.0089130598987838,p
dvf,frag_519_NZ_CP011055.2,3000,archaea,viral,,0.9080038070678712,0.0171085429413097,p
dvf,frag_102_NC_021355.1,3000,archaea,non-viral,,0.0089796567335724,0.3516126595664325,p
dvf,frag_500_NC_007181.1,3000,archaea,viral,,0.6430236101150513,0.0376916685550268,p
dvf,frag_1077_NZ_CP009505.1,3000,archaea,non-viral,,0.2379601597785949,0.1356031422312863,p
dvf,frag_238_NC_014205.1,3000,archaea,viral,,0.6685851812362671,0.035671123196616,p
dvf,frag_901_NC_014507.1,3000,archaea,non-viral,,0.001712299301289,0.4707681849082257,p
dvf,frag_63_NC_015658.1,3000,archaea,non-viral,,0.0003257434291299,0.5855804819095097,p
dvf,frag_538_NZ_CP045482.1,3000,archaea,non-viral,,0.0191090162843465,0.2977755117456001,p
dvf,frag_510_NC_013741.1,3000,archaea,viral,,0.9916796088218688,0.0070435833522169,p
dvf,frag_344_NC_012632.1,3000,archaea,non-viral,,0.0161206871271133,0.3101253871138303,p
dvf,frag_646_NZ_CP027033.1,3000,archaea,non-viral,,0.3434374928474426,0.1092416345645441,p
dvf,frag_1239_NC_013743.1,3000,archaea,non-viral,,0.0008018318912945,0.5241710098950072,p
dvf,frag_647_NZ_CP020477.1,3000,archaea,non-viral,,0.3342869877815246,0.1114321323362791,p
dvf,frag_427_NC_020247.1,3000,archaea,viral,,0.9977693557739258,0.0048153183775209,p
dvf,frag_274_NC_017946.1,3000,archaea,viral,,0.5356663465499878,0.0512689780194878,p
dvf,frag_346_NC_012632.1,3000,archaea,viral,,0.995357096195221,0.0059861016693103,p
dvf,frag_693_NC_013849.1,3000,archaea,non-viral,,0.3771668970584869,0.1020658660019638,p
dvf,frag_493_NC_015435.1,3000,archaea,viral,,0.7508150935173035,0.0292129314902938,p
dvf,frag_362_NZ_CP009504.1,3000,archaea,non-viral,,0.0628108754754066,0.2196540524208777,p
dvf,frag_241_NC_015562.1,3000,archaea,non-viral,,0.2433757185935974,0.1340546869098874,p
dvf,frag_210_NZ_CP058601.1,3000,archaea,non-viral,,0.1911595612764358,0.1498791449505249,p
dvf,frag_747_NZ_CP033240.1,3000,archaea,viral,,0.9097383618354796,0.0170518921368683,p
dvf,frag_109_NC_023013.1,3000,archaea,viral,,0.8014737963676453,0.0250963063675504,p
dvf,frag_43_NZ_CP031308.1,3000,archaea,viral,,0.8915075063705444,0.018354860639021,p
dvf,frag_529_NC_007181.1,3000,archaea,non-viral,,0.3317835628986358,0.1121308255910567,p
dvf,frag_365_NZ_CP010070.1,3000,archaea,non-viral,,0.0422435738146305,0.245902258478737,p
dvf,frag_295_NZ_CP075546.1,3000,archaea,non-viral,,0.0109528880566358,0.3369778684190649,p
dvf,frag_378_NC_009634.1,3000,archaea,non-viral,,0.0203262045979499,0.2934889342095324,p
dvf,frag_42_NC_009051.1,3000,archaea,non-viral,,0.1415058076381683,0.1684417252058312,p
dvf,frag_144_NC_012726.1,3000,archaea,viral,,0.5626819729804993,0.0465103104464083,p
dvf,frag_151_NC_015847.1,3000,archaea,viral,,0.8586398959159851,0.0209230304403655,p
dvf,frag_3_NZ_CP070375.1,3000,archaea,non-viral,,0.4008047580718994,0.0963819019563411,p
dvf,frag_172_NZ_CP029287.2,3000,archaea,viral,,0.506273090839386,0.05852028098799,p
dvf,frag_409_NC_021353.1,3000,archaea,non-viral,,0.0532861240208148,0.2301344512425409,p
dvf,frag_367_NC_017941.2,3000,archaea,viral,,0.731635332107544,0.0304214819850441,p
dvf,frag_65_NZ_CP070335.1,3000,archaea,non-viral,,0.1781709790229797,0.1544300929073193,p
dvf,frag_256_NZ_CP024808.1,3000,archaea,viral,,0.975620985031128,0.0098383563713271,p
dvf,frag_188_NC_019791.1,3000,archaea,non-viral,,0.0628127753734588,0.2196351688193972,p
dvf,frag_498_NC_009975.1,3000,archaea,viral,,0.5079748034477234,0.0578782385376539,p
dvf,frag_513_NC_015435.1,3000,archaea,viral,,0.5935567021369934,0.0431867965858448,p
dvf,frag_685_NZ_CP035730.1,3000,archaea,viral,,0.894394040107727,0.0180716066168139,p
dvf,frag_6_NZ_AP018553.1,3000,archaea,viral,,0.5987752676010132,0.0424125689251454,p
dvf,frag_482_NC_013887.1,3000,archaea,non-viral,,0.0210846420377492,0.2909018808067075,p
dvf,frag_320_NC_008212.1,3000,archaea,viral,,0.987409770488739,0.0079688798247601,p
dvf,frag_284_NZ_LT607756.1,3000,archaea,non-viral,,0.0444815456867218,0.2421255381826421,p
dvf,frag_180_NC_013926.1,3000,archaea,non-viral,,0.0341421738266944,0.2598005891683662,p
dvf,frag_518_NC_014222.1,3000,archaea,non-viral,,0.0066041783429682,0.3726867588186419,p
dvf,frag_450_NC_016070.1,3000,archaea,non-viral,,0.122316688299179,0.1775247375179394,p
dvf,frag_231_NZ_CP010835.1,3000,archaea,viral,,0.9909723997116088,0.0072324193670216,p
dvf,frag_137_NZ_CP058909.1,3000,archaea,non-viral,,0.0331568717956543,0.2616134149104917,p
dvf,frag_438_NZ_LR698975.1,3000,archaea,viral,,0.6482155919075012,0.0372573457209759,p
dvf,frag_765_NZ_CP020477.1,3000,archaea,non-viral,,0.3773749470710754,0.1020658660019638,p
dvf,frag_484_NC_014205.1,3000,archaea,viral,,0.610098123550415,0.0412229020318755,p
dvf,frag_406_NZ_CP015363.1,3000,archaea,non-viral,,0.0351741798222065,0.2580444142306821,p
dvf,frag_653_NZ_CP075546.1,3000,archaea,non-viral,,0.2273289859294891,0.1383979152503965,p
dvf,frag_25_NC_009776.1,3000,archaea,viral,,0.6492293477058411,0.0371629277135735,p
dvf,frag_880_NC_018224.1,3000,archaea,non-viral,,0.1818151921033859,0.1532215424125689,p
dvf,frag_427_NC_009637.1,3000,archaea,non-viral,,0.0572014078497886,0.2259422917138756,p
dvf,frag_91_NZ_CP015363.1,3000,archaea,non-viral,,0.3992423415184021,0.0968351083918725,p
dvf,frag_671_NC_003901.1,3000,archaea,viral,,0.9997870922088624,0.0020394289598912,p
dvf,frag_228_NC_014658.1,3000,archaea,non-viral,,0.3585724532604217,0.1060691895158244,p
dvf,frag_475_NZ_CP023154.1,3000,archaea,non-viral,,0.0355694517493248,0.2572324193670217,p
dvf,frag_15_NZ_CP014265.1,3000,archaea,non-viral,,0.009567042812705,0.3472883148274039,p
dvf,frag_58_NC_009776.1,3000,archaea,non-viral,,0.408916711807251,0.0940969861772037,p
dvf,frag_39_NC_016070.1,3000,archaea,viral,,0.7931578159332275,0.0258894176297303,p
dvf,frag_731_NC_012589.1,3000,archaea,viral,,0.7570539712905884,0.0288352594606843,p
dvf,frag_362_NC_012623.1,3000,archaea,non-viral,,0.1108172833919525,0.1833975375783669,p
dvf,frag_374_NZ_CP014213.1,3000,archaea,non-viral,,0.4926224946975708,0.0679431981267467,p
dvf,frag_329_NZ_CP011057.2,3000,archaea,viral,,0.7002993226051331,0.0329330009819472,p
dvf,frag_797_NC_015416.1,3000,archaea,non-viral,,0.0271588396281003,0.2744731475186948,p
dvf,frag_245_NC_000909.1,3000,archaea,non-viral,,0.1323959976434707,0.1726716519374575,p
dvf,frag_994_NZ_CP076019.1,3000,archaea,non-viral,,0.0543618611991405,0.2290014351537125,p
dvf,frag_976_NZ_CP009502.1,3000,archaea,non-viral,,0.0959608405828476,0.1921028778608656,p
dvf,frag_747_NC_015216.1,3000,archaea,non-viral,,0.0557191595435142,0.2275662814411964,p
dvf,frag_1206_NZ_CP009509.1,3000,archaea,non-viral,,5.3534847666014684e-09,0.9713535765541204,p
dvf,frag_699_NC_014297.1,3000,archaea,viral,,0.8255230784416199,0.0233590150313467,p
dvf,frag_240_NC_008942.1,3000,archaea,non-viral,,0.1545094847679138,0.1630032479794546,p
dvf,frag_34_NZ_LR881183.1,3000,archaea,viral,,0.8286901712417603,0.0231135282121006,p
dvf,frag_190_NZ_CP016804.1,3000,archaea,viral,,0.603111982345581,0.041921595286653,p
dvf,frag_130_NC_013790.1,3000,archaea,non-viral,,0.0013528270646929,0.4875179394214065,p
dvf,frag_920_NZ_CP058334.1,3000,archaea,viral,,0.559150755405426,0.0470390512878616,p
dvf,frag_415_NZ_CP012850.1,3000,archaea,viral,,0.5896214842796326,0.0435267014124933,p
dvf,frag_836_NC_014507.1,3000,archaea,non-viral,,0.0062073240987956,0.3769733363547096,p
dvf,frag_694_NZ_CP017766.1,3000,archaea,non-viral,,0.0109220584854483,0.3371100536294282,p
dvf,frag_857_NC_007426.1,3000,archaea,non-viral,,0.0009977369336411,0.5090263615076668,p
dvf,frag_961_NZ_CP009530.1,3000,archaea,non-viral,,0.0598115436732769,0.223090867890324,p
dvf,frag_439_NC_013407.1,3000,archaea,non-viral,,0.0065195653587579,0.3736309388926656,p
dvf,frag_15_NC_015435.1,3000,archaea,viral,,0.5506290793418884,0.0486630410151824,p
dvf,frag_357_NC_018719.1,3000,archaea,non-viral,,0.0893022194504737,0.1964461062013747,p
dvf,frag_665_NZ_CP033238.1,3000,archaea,non-viral,,0.2254375666379928,0.1389833068962912,p
dvf,frag_257_NZ_CP063205.1,3000,archaea,non-viral,,0.0014788970584049,0.4812863509328499,p
dvf,frag_276_NC_017034.1,3000,archaea,viral,,0.5040952563285828,0.0594266938590528,p
dvf,frag_366_NZ_LT900021.1,3000,archaea,non-viral,,0.446052074432373,0.0845418838280837,p
dvf,frag_1115_NZ_CP009503.1,3000,archaea,non-viral,,0.2020817846059799,0.146177959060352,p
dvf,frag_637_NC_008212.1,3000,archaea,non-viral,,0.3880937695503235,0.099365510990256,p
dvf,frag_14_NC_015667.1,3000,archaea,viral,,0.7737665176391602,0.0274756401540901,p
dvf,frag_74_NC_019943.1,3000,archaea,non-viral,,0.0058151865378022,0.3819019563411134,p
dvf,frag_355_NZ_AP018929.1,3000,archaea,viral,,0.853151261806488,0.0213573532744164,p
dvf,frag_211_NZ_CP012200.1,3000,archaea,non-viral,,0.2763267755508423,0.1257081350555177,p
dvf,frag_97_NC_014297.1,3000,archaea,non-viral,,0.007739370688796,0.3620175239821739,p
dvf,frag_121_NZ_AP011526.1,3000,archaea,non-viral,,0.0561401322484016,0.227150842208626,p
dvf,frag_572_NC_012623.1,3000,archaea,viral,,0.8880563378334045,0.0186947654656696,p
dvf,frag_66_NC_013926.1,3000,archaea,non-viral,,0.0508817471563816,0.2332880126897802,p
dvf,frag_530_NZ_CP017768.1,3000,archaea,non-viral,,0.0066340984776616,0.3724223883979152,p
dvf,frag_21_NZ_CP031310.1,3000,archaea,non-viral,,0.1597456336021423,0.1608882846136415,p
dvf,frag_308_NC_014658.1,3000,archaea,viral,,0.5515294075012207,0.0483797869929753,p
dvf,frag_498_NC_000916.1,3000,archaea,non-viral,,0.1176753863692283,0.1799418385074401,p
dvf,frag_862_NZ_CP007060.1,3000,archaea,non-viral,,0.0004979670629836,0.5562542488103331,p
dvf,frag_410_NC_015562.1,3000,archaea,non-viral,,0.0428813360631465,0.2448636603973109,p
dvf,frag_13_NZ_CP011565.1,3000,archaea,viral,,0.9071556329727172,0.0172029609487121,p
dvf,frag_512_NC_009033.1,3000,archaea,viral,,0.8994607925415039,0.0176939345872044,p
dvf,frag_132_NC_021921.1,3000,archaea,viral,,0.7531545162200928,0.0290996298814109,p
dvf,frag_193_NC_016051.1,3000,archaea,viral,,0.9436278343200684,0.0143515371251605,p
dvf,frag_188_NZ_CP015363.1,3000,archaea,viral,,0.6521377563476562,0.0368607900898859,p
dvf,frag_715_NZ_CP027033.1,3000,archaea,viral,,0.9798002243041992,0.0093284991313543,p
dvf,frag_469_NZ_CP053941.1,3000,archaea,non-viral,,1.7334015112169254e-08,0.958399425938515,p
dvf,frag_674_NZ_CP008746.1,3000,archaea,non-viral,,0.4806379079818725,0.0737782309842133,p
dvf,frag_715_NC_000917.1,3000,archaea,non-viral,,0.1264258623123169,0.1754097741521263,p
dvf,frag_850_NC_013967.1,3000,archaea,non-viral,,0.000357062817784,0.5796321474431604,p
dvf,frag_378_NZ_CP063144.1,3000,archaea,non-viral,,0.0776652097702026,0.2056046529194048,p
dvf,frag_501_NZ_CP030846.1,3000,archaea,non-viral,,0.0464473888278007,0.2395007175768562,p
dvf,frag_240_NC_017459.1,3000,archaea,viral,,0.5933095216751099,0.0432245637888058,p
dvf,frag_406_NZ_CP020477.1,3000,archaea,non-viral,,0.0420362651348114,0.2461855125009441,p
dvf,frag_38_NZ_CP022242.1,3000,archaea,viral,,0.9477126598358154,0.0140116322985119,p
dvf,frag_368_NC_012623.1,3000,archaea,non-viral,,0.2669393122196197,0.1277286804139285,p
dvf,frag_1044_NC_019964.1,3000,archaea,viral,,0.9806406497955322,0.0092340811239519,p
dvf,frag_481_NZ_CP015104.1,3000,archaea,viral,,0.5306829810142517,0.0523831105068358,p
dvf,frag_770_NZ_CP050014.1,3000,archaea,viral,,0.596932053565979,0.0427524737517939,p
dvf,frag_105_NZ_CP011057.2,3000,archaea,viral,,0.8881818056106567,0.0186758818641891,p
dvf,frag_402_NZ_CP009506.1,3000,archaea,non-viral,,0.0010362608591094,0.5061371704811541,p
dvf,frag_264_NZ_CP011564.1,3000,archaea,non-viral,,0.0966414809226989,0.1916119042223732,p
dvf,frag_46_NC_014374.1,3000,archaea,viral,,0.9820599555969238,0.0090074779061862,p
dvf,frag_355_NZ_CP063144.1,3000,archaea,viral,,0.5564585328102112,0.0475111413248734,p
dvf,frag_248_NZ_CP009509.1,3000,archaea,non-viral,,0.0006875951075926,0.5348213611299947,p
dvf,frag_378_NZ_CP026994.1,3000,archaea,non-viral,,0.0318716056644916,0.2639360978925901,p
dvf,frag_180_NC_009033.1,3000,archaea,non-viral,,0.1523478925228119,0.1636830576327517,p
dvf,frag_195_NZ_LT607756.1,3000,archaea,viral,,0.5320570468902588,0.0520809728831482,p
dvf,frag_43_NC_011766.1,3000,archaea,viral,,0.5190944075584412,0.0547624442933756,p
dvf,frag_67_NZ_CP020360.1,3000,archaea,viral,,0.5644294023513794,0.0463970088375254,p
dvf,frag_433_NC_000854.2,3000,archaea,viral,,0.9190735816955566,0.0164098496865322,p
dvf,frag_419_NZ_CP035425.1,3000,archaea,non-viral,,0.0665903240442276,0.2157640305158999,p
dvf,frag_460_NZ_CP007493.1,3000,archaea,viral,,0.9944966435432434,0.006212704887076,p
dvf,frag_476_NC_014374.1,3000,archaea,viral,,0.5405645370483398,0.0504192159528665,p
dvf,frag_448_NC_014804.1,3000,archaea,non-viral,,0.2123361229896545,0.1429110960042299,p
dvf,frag_459_NC_019977.1,3000,archaea,non-viral,,0.0082173598930239,0.35788201525795,p
dvf,frag_42_NZ_CP067007.1,3000,archaea,viral,,1.0,0.0,p
dvf,frag_850_NC_019792.1,3000,archaea,viral,,0.7592481374740601,0.0287408414532819,p
dvf,frag_53_NC_012623.1,3000,archaea,viral,,0.7293499708175659,0.0306480852028098,p
dvf,frag_193_NZ_CP045142.1,3000,archaea,non-viral,,0.0264488477259874,0.2762104388548984,p
dvf,frag_307_NZ_CP006933.1,3000,archaea,non-viral,,0.1286361813545227,0.1743900596721807,p
dvf,frag_520_NZ_CP058560.1,3000,archaea,non-viral,,0.0090775098651647,0.3510083843190573,p
dvf,frag_403_NC_022093.1,3000,archaea,non-viral,,0.4361037313938141,0.0872800060427524,p
dvf,frag_771_NZ_CP058335.1,3000,archaea,non-viral,,2.812608909152914e-05,0.7308709117002795,p
dvf,frag_341_NZ_CP017686.1,3000,archaea,non-viral,,0.1981404274702072,0.1473865095551023,p
dvf,frag_377_NZ_AP011528.1,3000,archaea,non-viral,,0.0890158861875534,0.1967482438250623,p
dvf,frag_716_NZ_CP058579.1,3000,archaea,non-viral,,2.1214658772805706e-05,0.7461288616965027,p
dvf,frag_130_NZ_CP009505.1,3000,archaea,non-viral,,4.4035281462129205e-05,0.706171160963819,p
dvf,frag_342_NZ_CP015103.1,3000,archaea,non-viral,,0.1088308244943618,0.1845494372686758,p
dvf,frag_621_NZ_CP031156.1,3000,archaea,viral,,0.7589828372001648,0.0287974922577233,p
dvf,frag_190_NC_005877.1,3000,archaea,non-viral,,0.088325634598732,0.1971259158546718,p
dvf,frag_248_NZ_CP012850.1,3000,archaea,non-viral,,0.3805498480796814,0.1012538711383035,p
dvf,frag_28_NZ_CP013011.1,3000,archaea,viral,,0.580535352230072,0.0443953470805952,p
dvf,frag_911_NC_019962.1,3000,archaea,non-viral,,0.0148867359384894,0.3150728907017146,p
dvf,frag_402_NZ_CP008887.1,3000,archaea,non-viral,,0.0018122360343113,0.4665760253795604,p
dvf,frag_1025_NZ_CP031310.1,3000,archaea,non-viral,,0.432649552822113,0.0882053025152957,p
dvf,frag_330_NC_015865.1,3000,archaea,non-viral,,0.2259657084941864,0.1387378200770451,p
dvf,frag_68_NZ_AP017558.1,3000,archaea,viral,,0.9826635718345642,0.0089508271017448,p
dvf,frag_420_NZ_CP019154.1,3000,archaea,viral,,0.5896788239479065,0.0435267014124933,p
dvf,frag_824_NZ_AP018929.1,3000,archaea,non-viral,,0.4611212015151977,0.0806896291260669,p
dvf,frag_294_NC_009637.1,3000,archaea,non-viral,,0.078118048608303,0.2052269808897953,p
dvf,frag_324_NZ_CP073695.1,3000,archaea,viral,,0.8813835382461548,0.01911020469824,p
dvf,frag_294_NZ_LR698975.1,3000,archaea,viral,,1.0,0.0,p
dvf,frag_156_NC_011529.1,3000,archaea,non-viral,,0.4411781132221222,0.0859203867361583,p
dvf,frag_328_NZ_CP020477.1,3000,archaea,non-viral,,0.1367048323154449,0.1710476622101367,p
dvf,frag_484_NC_008698.1,3000,archaea,viral,,0.593371570110321,0.0432056801873253,p
dvf,frag_185_NC_017461.1,3000,archaea,non-viral,,0.0484941974282264,0.2365548757459022,p
dvf,frag_116_NZ_CP022242.1,3000,archaea,viral,,0.977461874485016,0.0095928695520809,p
dvf,frag_548_NC_007955.1,3000,archaea,non-viral,,0.1449466496706009,0.1669876878918347,p
dvf,frag_36_NC_000916.1,3000,archaea,viral,,0.8152772188186646,0.0240954754890852,p
dvf,frag_483_NZ_CP024014.1,3000,archaea,viral,,0.908219575881958,0.0171085429413097,p
dvf,frag_319_NZ_CP009517.1,3000,archaea,non-viral,,0.051262479275465,0.2327970390512878,p
dvf,frag_213_NC_018227.2,3000,archaea,non-viral,,0.0662230551242828,0.216085051741068,p
dvf,frag_339_NZ_CP015193.1,3000,archaea,non-viral,,0.1141172647476196,0.1815280610318,p
dvf,frag_247_NZ_CP050274.1,3000,archaea,viral,,0.9940322637557985,0.0064393081048417,p
dvf,frag_718_NZ_CP033241.1,3000,archaea,viral,,0.8013688921928406,0.0251151899690308,p
dvf,frag_488_NZ_CP015105.1,3000,archaea,non-viral,,0.3299919068813324,0.1124707304177052,p
dvf,frag_1144_NZ_CP069188.1,3000,archaea,non-viral,,0.0054707243107259,0.3864717878993882,p
dvf,frag_454_NZ_CP044523.1,3000,archaea,viral,,0.9959831237792968,0.0058161492559861,p
dvf,frag_640_NZ_CP031150.1,3000,archaea,non-viral,,0.086164154112339,0.198768789183473,p
dvf,frag_796_NZ_CP007536.1,3000,archaea,non-viral,,0.0182375721633434,0.3009668403958003,p
dvf,frag_167_NZ_CP014750.1,3000,archaea,non-viral,,0.1565680205821991,0.1621346023113528,p
dvf,frag_202_NC_018015.1,3000,archaea,non-viral,,0.0834230408072471,0.2008648689478057,p
dvf,frag_475_NZ_CP014213.1,3000,archaea,viral,,0.9899073243141174,0.0074401389833068,p
dvf,frag_494_NZ_CP020120.1,3000,archaea,non-viral,,0.0744734480977058,0.208399425938515,p
dvf,frag_339_NZ_CP016804.1,3000,archaea,non-viral,,0.0346885100007057,0.2588941762973034,p
dvf,frag_244_NC_013156.1,3000,archaea,viral,,0.6273863315582275,0.0393911926882695,p
dvf,frag_642_NZ_CP020362.1,3000,archaea,viral,,0.968248724937439,0.0111979756779212,p
dvf,frag_229_NC_013156.1,3000,archaea,non-viral,,0.016631418839097,0.3077460533272906,p
dvf,frag_949_NZ_CP065856.1,3000,archaea,non-viral,,0.0425320081412792,0.2455057028476471,p
dvf,frag_414_NC_014658.1,3000,archaea,viral,,0.7063875794410706,0.0325930961552987,p
dvf,frag_277_NC_021058.1,3000,archaea,non-viral,,0.0737151354551315,0.209117002794773,p
dvf,frag_447_NC_019977.1,3000,archaea,non-viral,,0.0001416340383002,0.6372460155600876,p
dvf,frag_301_NC_014002.1,3000,archaea,non-viral,,0.000327711662976,0.5850895082710175,p
dvf,frag_82_NC_010364.1,3000,archaea,non-viral,,0.001125750830397,0.5000188836014805,p
dvf,frag_807_NZ_CP053941.1,3000,archaea,non-viral,,0.1786294728517532,0.1543356748999169,p
dvf,frag_444_NC_018001.1,3000,archaea,viral,,0.9621433019638062,0.0120855049475035,p
dvf,frag_478_NC_014507.1,3000,archaea,non-viral,,0.2633542418479919,0.1286728604879522,p
dvf,frag_202_NZ_CP009520.1,3000,archaea,non-viral,,0.2481244504451751,0.1329783216255004,p
dvf,frag_25_NZ_CP058530.1,3000,archaea,non-viral,,0.0015990980900824,0.4759800589168366,p
dvf,frag_865_NC_013665.1,3000,archaea,non-viral,,0.0064066685736179,0.374801722184455,p
dvf,frag_330_NZ_CP010868.1,3000,archaea,non-viral,,0.0144805563613772,0.316961250849762,p
dvf,frag_784_NZ_CP009504.1,3000,archaea,non-viral,,0.0038143296260386,0.4126822267542865,p
dvf,frag_580_NZ_CP033241.1,3000,archaea,viral,,0.6780093908309937,0.0348968955359166,p
dvf,frag_1155_NZ_CP009513.1,3000,archaea,non-viral,,0.055112637579441,0.2281705566885716,p
dvf,frag_628_NZ_AP018553.1,3000,archaea,non-viral,,0.1895864456892013,0.1504456529949392,p
dvf,frag_544_NC_017274.1,3000,archaea,viral,,0.6232144832611084,0.0397499811163985,p
dvf,frag_133_NC_014253.1,3000,archaea,viral,,0.969209611415863,0.0109713724601556,p
dvf,frag_120_NC_013156.1,3000,archaea,non-viral,,0.0169998276978731,0.3060654127955283,p
dvf,frag_118_NZ_CP009503.1,3000,archaea,non-viral,,0.0007790231611579,0.5259838356371327,p
dvf,frag_165_NZ_CP024808.1,3000,archaea,non-viral,,0.0263033024966716,0.2765314600800664,p
dvf,frag_47_NC_010366.1,3000,archaea,non-viral,,0.1831489503383636,0.152787219578518,p
dvf,frag_427_NZ_CP040846.1,3000,archaea,non-viral,,0.2813127040863037,0.1242540977415212,p
dvf,frag_522_NC_012804.1,3000,archaea,non-viral,,0.2292301952838897,0.1377558728000604,p
dvf,frag_455_NC_021058.1,3000,archaea,non-viral,,0.1476972997188568,0.1655525341793186,p
dvf,frag_29_NZ_CP010533.1,3000,archaea,non-viral,,0.4502705335617065,0.0833711005362942,p
dvf,frag_559_NZ_CP034692.1,3000,archaea,non-viral,,0.0309288017451763,0.2659944104539617,p
dvf,frag_1244_NZ_CP009520.1,3000,archaea,non-viral,,0.0488822609186172,0.2358939496940856,p
dvf,frag_241_NZ_CP007174.1,3000,archaea,non-viral,,0.2917138934135437,0.1216103935342548,p
dvf,frag_298_NC_016051.1,3000,archaea,viral,,0.99946391582489,0.0029458418309539,p
dvf,frag_180_NC_022084.1,3000,archaea,non-viral,,0.1433069556951522,0.1676863811466122,p
dvf,frag_533_NZ_CP011266.1,3000,archaea,non-viral,,0.0446513220667839,0.2420122365737593,p
dvf,frag_244_NZ_AP011526.1,3000,archaea,non-viral,,0.2407417744398117,0.1347722637661454,p
dvf,frag_428_NZ_CP043480.1,3000,archaea,non-viral,,0.0514864809811115,0.2325137850290807,p
dvf,frag_828_NC_012632.1,3000,archaea,viral,,0.5148309469223022,0.0558199259762821,p
dvf,frag_85_NZ_CP015101.1,3000,archaea,non-viral,,0.1192834228277206,0.1790354256363773,p
dvf,frag_598_NZ_LT607756.1,3000,archaea,non-viral,,0.4095958769321441,0.0938137321549966,p
dvf,frag_395_NC_002607.1,3000,archaea,non-viral,,0.3382424116134643,0.1104879522622554,p
dvf,frag_65_NZ_CP024014.1,3000,archaea,viral,,0.9974198341369628,0.0050419215952866,p
dvf,frag_755_NZ_CP009505.1,3000,archaea,non-viral,,0.4790937900543213,0.0743069718256665,p
dvf,frag_477_NC_012589.1,3000,archaea,non-viral,,0.0841098576784133,0.2003172445048719,p
dvf,frag_46_NC_013924.1,3000,archaea,non-viral,,0.0659377127885818,0.2164060729662361,p
dvf,frag_139_NC_015474.1,3000,archaea,viral,,0.5299174785614014,0.0524964121157187,p
dvf,frag_87_NC_013926.1,3000,archaea,non-viral,,0.0272393468767404,0.2742654279024095,p
dvf,frag_353_NZ_CP012175.1,3000,archaea,viral,,0.8356345891952515,0.0225470201676863,p
